,IRN,ORGANIZATION NAME,SCHOOL TYPE,GRADE SPAN,ORGANIZATION TYPE,ORGANIZATION CATEGORY,STATUS,DESIGNATED COUNTY,WEB URL,ORG EMAIL ADDRESS,Address,ORG PHONE,ORG FAX,SUPERINTENDENT,SUPERINTENDENT EMAIL,SUPERINTENDENT PHONE,TREASURER,TREASURER EMAIL,TREASURER PHONE,PRINCIPAL,PRINCIPAL EMAIL,PRINCIPAL PHONE,PARENT IRN,PARENT ORGANIZATION NAME,Latitude,Longitude
531,"=""009043""",East Knox Junior/Senior High School,High School,"=""7-12""",Public School,School,Open,Knox,www.ekschools.org,,"23227 Coshocton Rd, Howard, Ohio, 43028",(740) 599-7000,,,,,,,,Alan Keesee,akeesee@ekschools.org,(740) 599-7000,"=""047845""",East Knox Local,40.4093109,-82.32940769999999
532,"=""009076""",East Linden Elementary School,Elementary School,"K-5,P",Public School,School,Open,Franklin,,,"2505 Brentnell Ave, Columbus, Ohio, 43211",(614) 365-5459,,,,,,,,Cheryl Jones,cmcaka1908@aol.com,(614) 365-5459,"=""043802""",Columbus City School District,40.020086,-82.9480526
533,"=""009084""",East Liverpool High School,High School,"=""9-12""",Public School,School,Open,Columbiana,,,"100 Maine Blvd, East Liverpool, Ohio, 43920",(330) 386-8750,(330) 386-8753,,,,,,,Randy Taylor,rtaylor@elcsd.k12.oh.us,(330) 385-7132,"=""043919""",East Liverpool City,40.6277331,-80.5676996
534,"=""009118""",Jesse Beer - Madison Early Childhood Learning Center,Elementary School,"=""P""",Public School,School,Open,Richland,,,"103 Bahl Ave, Mansfield, Ohio, 44905",(419) 589-7851,,,,,,,,,,,"=""049452""",Madison Local,40.7551134,-82.4879935
535,"=""009134""",East Palestine High School,High School,"=""9-12""",Public School,School,Open,Columbiana,,,"360 W Grant St, East Palestine, Ohio, 44413",(330) 426-9401,(330) 426-5105,,,,,,,Christopher Neifer,Chris.Neifer@epschools.k12.oh.us,(330) 426-4191,"=""043927""",East Palestine City,40.8399626,-80.5461021
536,"=""009159""",Prospect Elementary School,Elementary School,"=""K-3""",Public School,School,Open,Trumbull,,,"700 E Prospect St, Girard, Ohio, 44420",(330) 545-3854,,,,,,,,Debra Gratz,debra.gratz@neomin.org,,"=""044065""",Girard City School District,41.15837,-80.68771199999999
537,"=""009167""",Mississinawa Valley Elementary School,Elementary School,"=""K-6""",Public School,School,Open,Darke,,stephanie.klingshirn@darke.k12.oh.us,"10480 Staudt Rd, Union City, Ohio, 45390",(937) 968-4464,(937) 968-6731,,,,,,,Stephanie Klingshirn,stephanie_klingshirn@mississinawa.org,(937) 968-4111,"=""046672""",Mississinawa Valley Local,40.2218051,-84.7468401
538,"=""009225""",Rossford Elementary School,Elementary School,"K-5,P",Public School,School,Open,Wood,www.rossfordschools.org,jtaylor@rossfordschools.org,"28500 Lime City Rd, Rossford, Ohio, 43460",(419) 666-8130,(419) 666-1174,,,,,,,Jeffrey Taylor,jtaylor@rossfordschools.org,(419) 666-1174,"=""045609""",Rossford Exempted Village,41.5907521,-83.56812339999999
539,"=""009233""",Eakin Elementary School,Elementary School,"K-5,P",Public School,School,Open,Franklin,,,"3774 Eakin Rd, Columbus, Ohio, 43228",(614) 365-5928,,,,,,,,Theresa Eraybar,teraybar7751@columbus.k12.oh.us,(614) 783-5501,"=""043802""",Columbus City School District,39.9398501,-83.09912539999999
540,"=""009241""",East Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Tuscarawas,,halll@npschools.org,"470 Fair Ave NE, New Philadelphia, Ohio, 44663",(330) 364-0715,,,,,,,,Ryan Holmes,holmesr@npschools.org,(330) 364-0755,"=""044487""",New Philadelphia City,40.4886994,-81.43656829999999
541,"=""009258""",East Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Knox,,,"714 E Vine St, Mount Vernon, Ohio, 43050",(740) 393-5985,(740) 393-5987,,,,,,,Karly Watterson,watterson.karly@northmor.k12.oh.us,(419) 961-4937,"=""044420""",Mount Vernon City,40.3916252,-82.4724411
542,"=""009274""",East Elementary School,Elementary School,"=""2-3""",Public School,School,Open,Tuscarawas,,,"325 Betscher Ave, Dover, Ohio, 44622",(330) 364-7114,(330) 343-7070,,,,,,,Brooke Grafe,grafeb@dovertornadoes.com,(330) 340-5020,"=""043893""",Dover City,40.529538,-81.4683639
543,"=""009282""",Hollingsworth East Elementary School,Elementary School,"=""K-2""",Public School,School,Open,Preble,,,"506 Aukerman St, Eaton, Ohio, 45320",(937) 456-5173,(937) 456-4656,,,,,,,Teresa Woodin,twoodin@gmail.com,(937) 524-1595,"=""043935""",Eaton Community City,39.74939699999999,-84.62602199999999
544,"=""009308""",St. Marys East Primary School,Elementary School,"K-2,P",Public School,School,Open,Auglaize,,sue.sherman@smriders.net,"650 Armstrong St, Saint Marys, Ohio, 45885",(419) 394-2616,,,,,,,,Susan Sherman,Sue.Sherman@smriders.net,(419) 394-2616,"=""044727""",St Marys City,40.551791,-84.381148
545,"=""009324""",Fort Recovery Middle School,Middle School,"=""6-8""",Public School,School,Open,Mercer,,stahlt@fortrecoveryschools.org,"865 Sharpsburg Rd, Fort Recovery, Ohio, 45846",(419) 375-2815,(419) 375-1126,,,,,,,Anthony Stahl,stahlt@fortrecoveryschools.org,(419) 852-1320,"=""048595""",Fort Recovery Local,40.407706,-84.7712933
546,"=""009340""",Mt. Pleasant Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Fairfield,,,"712 N Broad St, Lancaster, Ohio, 43130",(740) 687-7338,(740) 687-7207,,,,,,,Shannon Burke,shannon_burke@lcsschools.net,(740) 687-7354,"=""044206""",Lancaster City,39.7216162,-82.5999446
547,"=""009365""",Greenville Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Darke,http://www.greenville.k12.oh.us,jharter@gcswave.com,"1111 N Ohio St, Greenville, Ohio, 45331",(937) 548-3185,(937) 548-8125,,,,,,,Jody Harter,jharter@gcswave.com,(937) 548-3185,"=""044099""",Greenville City ,40.115764,-84.61471519999999
548,"=""009373""",Chesapeake Middle School,Middle School,"=""5-8""",Public School,School,Open,Lawrence,http://www.peake.k12.oh.us,,"10335 County Road 1, Chesapeake, Ohio, 45619",(740) 867-3972,,,,,,,,Ty Johnson,johnson_ty@yahoo.com,(740) 259-5551,"=""045294""",Chesapeake Union Exempted Village,38.4228513,-82.4823916
549,"=""009381""",Celina Primary School,Elementary School,"=""K-2""",Public School,School,Open,Mercer,,,"615 E Wayne St, Celina, Ohio, 45822",(419) 586-8300,(419) 584-0215,,,,,,,Michelle Duncan,michelle.duncan@celinaschools.org,(419) 586-8300,"=""043729""",Celina City,40.5528667,-84.5662553
550,"=""009407""",Waverly Primary School,Elementary School,"=""K-2""",Public School,School,Open,Pike,,,"7 Tiger Drive, Waverly, Ohio, 45690",(740) 947-2813,(740) 947-8284,,,,,,,Sara Turner,sara.turner@waverlytigers.net,(740) 708-5637,"=""049148""",Waverly City,39.1318936,-83.0023416
551,"=""009423""",Urbana Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Champaign,,,"1673 S Us Highway 68, Urbana, Ohio, 43078",(937) 653-1453,,,,,,,,Jill Weimer,jill.weimer@urbanacityschools.org,(937) 653-1453,"=""044941""",Urbana City,40.086505,-83.7563861
552,"=""009431""",East Elementary School,Elementary School,"=""K-6""",Public School,School,Open,Athens,,,"3 Wallace Dr, Athens, Ohio, 45701",(740) 593-6901,,,,,,,,Andrea Bobo,abobo@athenscsd.org,(740) 590-3315,"=""043521""",Athens City,39.3346962,-82.0945845
553,"=""009464""",East Elementary School,Elementary School,"K-1,P",Public School,School,Open,Tuscarawas,http://www.nctschools.org,shermanti00@staff.nctschools.org,"137 S College St, Newcomerstown, Ohio, 43832",(740) 498-6601,(740) 498-4997,,,,,,,,,,"=""045542""",Newcomerstown Exempted Village,40.2747341,-81.6035918
554,"=""009498""",East Community Learning Center,High School,"=""7-12""",Public School,School,Open,Summit,,,"80 Brittain Rd, Akron, Ohio, 44305",(330) 761-7920,,,,,,,,Vyrone Finney,vfinney@akron.k12.oh.us,(330) 958-0790,"=""043489""",Akron City,41.0640144,-81.46789199999999
555,"=""009514""",East High School ,High School,"=""9-12""",Public School,School,Open,Franklin,,,"1500 E Broad St, Columbus, Ohio, 43205",(614) 365-6096,,,,,,,,Charles Richardson Jr,crichard@columbus.k12.oh.us,(614) 365-5325,"=""043802""",Columbus City School District,39.9671025,-82.96088139999999
556,"=""009522""",Milkovich Middle School,Middle School,"=""6-8""",Public School,School,Open,Cuyahoga,,lori.rodman@mapleschools.com,"19800 Stafford Ave, Maple Heights, Ohio, 44137",(216) 438-6000,(216) 587-4523,,,,,,,MATTHEW Bennett,benwha232@yahoo.com,(614) 915-8104,"=""044305""",Maple Heights City,41.414399,-81.54022499999999
557,"=""009555""",East Technical High School,High School,"=""9-12""",Public School,School,Open,Cuyahoga,,,"2439 E 55th St, Cleveland, Ohio, 44104",(216) 838-1000,,,,,,,,Temujin Taylor,Temujin.Taylor@clevelandmetroschools.org,(216) 283-1121,"=""043786""",Cleveland Municipal,41.4924064,-81.6499118
558,"=""009571""",Eastern High School,High School,"=""9-12""",Public School,School,Open,Meigs,,,"38900 State Route 7, Reedsville, Ohio, 45772",(740) 985-3329,(740) 667-3978,,,,,,,Shawn Bush,sbush@easternlocal.net,(740) 985-3329,"=""048512""",Eastern Local,39.1222543,-81.8826132
559,"=""009589""",Eastern High School,High School,"=""9-12""",Public School,School,Open,Pike,,,"1170 Tile Mill Rd, Beaver, Ohio, 45613",(740) 226-2231,(740) 226-1331,,,,,,,Matthew Hines,matt.hines@easternpike.com,(740) 222-5642,"=""049122""",Eastern Local School District,39.0301061,-82.842278
560,"=""009613""",Easthaven Elementary School,Elementary School,"K-5,P",Public School,School,Open,Franklin,,,"2360 Garnet Pl, Columbus, Ohio, 43232",(614) 365-6149,,,,,,,,Verniedo Miller,vrmill1972@yahoo.com,(614) 604-9007,"=""043802""",Columbus City School District,39.9237627,-82.9068707
561,"=""009621""",Eastlake Middle School,Middle School,"=""6-8""",Public School,School,Open,Lake,,,"35972 Lake Shore Blvd, Eastlake, Ohio, 44095",(440) 942-5696,(440) 918-8973,,,,,,,Colleen Blaurock,colleen.blaurock@weschools.org,(440) 221-6719,"=""045104""",Willoughby-Eastlake City,41.6742152,-81.422812
562,"=""009647""",Eastmont Elementary School,Elementary School,"K-6,P",Public School,School,Open,Montgomery,,,"1480 Edendale Rd, Dayton, Ohio, 45432",(937) 542-4490,(937) 542-4491,,,,,,,Judith Spurlock,jspurloc@daytonpublic.com,(937) 542-3150,"=""043844""",Dayton City,39.7373992,-84.1124232
563,"=""009688""",Claymont Elementary School,Elementary School,"=""2-3""",Public School,School,Open,Tuscarawas,,,"1200 Eastport Ave, Uhrichsville, Ohio, 44683",(740) 922-4641,,,,,,,,Richard Page,rpage@claymontschools.org,(740) 922-4641,"=""043778""",Claymont City,40.401372,-81.341453
564,"=""009704""",Eastview Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Richland,,,"1262 Eastview Dr, Mansfield, Ohio, 44905",(419) 589-7335,(419) 589-3031,,,,,,,Melissa Wigton,mwigton@mlsd.net,,"=""049452""",Madison Local,40.7931667,-82.4580916
565,"=""009712""",Eastview Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Lorain,,,"230 Lear Rd, Avon Lake, Ohio, 44012",(440) 933-6283,,,,,,,,James Franko Jr,frankojamie@hotmail.com,(440) 221-6929,"=""048124""",Avon Lake City,41.5036833,-81.9895449
566,"=""009720""",Revere Middle School,Middle School,"=""6-8""",Public School,School,Open,Summit,,jmyers@revereschools.org,"3195 Spring Valley Rd, Akron, Ohio, 44333",(330) 666-4155,(330) 659-3795,,,,,,,William Conley,bconley@revereschools.org,(330) 603-    ,"=""050054""",Revere Local,41.1987005,-81.617037
567,"=""009738""",Eastwood Elementary School,Elementary School,"=""K-2""",Public School,School,Open,Lorain,http://www.oberlin.k12.oh.us,,"198 E College St, Oberlin, Ohio, 44074",(440) 775-3473,,,,,,,,James Eibel,jeibel@oberlinschools.net,(440) 776-4625,"=""044594""",Oberlin City Schools,41.2922314,-82.2096705
568,"=""009779""",Eastwood I High School,High School,"=""9-12""",Public School,School,Open,Wood,,,"4900 Sugar Ridge Rd, Pemberville, Ohio, 43450",(419) 833-3611,(419) 833-6014,,,,,,,James Kieper,jkieper@eastwoodschools.org,(419) 833-3611,"=""050674""",Eastwood Local,41.4277011,-83.4901203
569,"=""009787""",Lee Eaton Elementary School,Elementary School,"=""5-6""",Public School,School,Open,Summit,,,"115 Ledge Rd, Northfield, Ohio, 44067",(330) 467-0582,,,,,,,,Robert Schrembeck,rob.schrembeck@nordoniaschools.org,(330) 606-1556,"=""050047""",Nordonia Hills City,41.3365488,-81.52710929999999
570,"=""009803""",Eaton High School,High School,"=""9-12""",Public School,School,Open,Preble,,,"600 Hillcrest Dr, Eaton, Ohio, 45320",(937) 456-1141,(937) 456-1143,,,,,,,Scott Couch,couchscott@hotmail.com,,"=""043935""",Eaton Community City,39.7331336,-84.6486044
571,"=""009829""",Echo Hills Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Summit,,,"4405 Stow Rd, Stow, Ohio, 44224",(330) 689-5450,(330) 686-3129,,,,,,,David Ulbricht,dave.ulbricht@gmail.com,(330) 689-5454,"=""044834""",Stow-Munroe Falls City School District,41.1812197,-81.4258324
572,"=""009886""",Edgerton Elementary School,Elementary School,"K-6,P",Public School,School,Open,Williams,,,"111 E River St, Edgerton, Ohio, 43517",(419) 298-2332,(419) 298-3466,,,,,,,Brent Saneholtz,bsaneholtz@edgertonschools.org,(614) 638-4765,"=""050617""",Edgerton Local,41.45573599999999,-84.74640989999999
573,"=""009894""",Edgerton High School,High School,"=""7-12""",Public School,School,Open,Williams,,kwolfe@edgertonschools.org,"111 E River St, Edgerton, Ohio, 43517",(419) 298-2331,,,,,,,,Kevin Wolfe,kwolfe@edgertonschools.org,(419) 298-2331,"=""050617""",Edgerton Local,41.45573599999999,-84.74640989999999
574,"=""009902""",Edgewater Elementary School,Elementary School,"=""K-8""",Public School,School,Open,Lucas,,ebethany@tps.org,"5549 Edgewater Dr, Toledo, Ohio, 43611",(419) 671-6750,,,,,,,,Elizabeth Bethany,ebethany@tps.org,(419) 472-0599,"=""044909""",Toledo City,41.7216689,-83.4704284
575,"=""009910""",Edgewood Middle School,Middle School,"=""5-7""",Public School,School,Open,Wayne,,,"2695 Graustark Path, Wooster, Ohio, 44691",(330) 345-6475,(330) 345-8237,,,,,,,Bradley Warner,wstr_bwarner@woostercityschools.org,(330) 830-3901,"=""045120""",Wooster City,40.8321678,-81.9332319
576,"=""009928""",Edgewood Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Union,,,"203 Grove St, Marysville, Ohio, 43040",(937) 642-7801,(937) 642-1854,,,,,,,Tom Holdren,thomas.holdren@mevsd.us,(937) 578-6803,"=""045476""",Marysville Exempted Village,40.2350248,-83.3820273
577,"=""009936""",Edgewood High School,High School,"=""9-12""",Public School,School,Open,Ashtabula,,,"2428 Blake Rd, Ashtabula, Ohio, 44004",(440) 997-5301,(440) 998-6143,,,,,,,Michael Notar,m.notar@buckeyeschools.info,(440) 997-5301,"=""045856""",Buckeye Local,41.8858812,-80.7309697
578,"=""009944""",Wallace H Braden Middle School,Middle School,"=""6-8""",Public School,School,Open,Ashtabula,,,"3436 Edgewood Dr, Ashtabula, Ohio, 44004",(440) 998-0550,(440) 992-8369,,,,,,,Daniel Sapanaro Jr,d.sapanaro@buckeyeschools.info,(440) 724-8728,"=""045856""",Buckeye Local,41.8735078,-80.7710613
579,"=""009985""",Edison Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Lake,,,"5288 Karen Isle Dr, Willoughby, Ohio, 44094",(440) 942-2099,(440) 975-3837,,,,,,,Jatina Threat,jatina.threat@yahoo.com,(216) 926-3850,"=""045104""",Willoughby-Eastlake City,41.61911,-81.43549399999999
580,"=""010025""",Edison Elementary School,Elementary School,"=""K-3""",Public School,School,Open,Ashland,,krmanley@ashlandcityschools.org,"1202 Masters Ave, Ashland, Ohio, 44805",(419) 289-7965,(419) 281-3947,,,,,,,,,,"=""043505""",Ashland City,40.8792427,-82.32950459999999
581,"=""010033""",Edison Elementary School,Elementary School,"K-6,P",Public School,School,Open,Montgomery,,,"228 N Broadway St, Dayton, Ohio, 45402",(937) 542-4540,(937) 542-4541,,,,,,,Jessica Reese,jreese@daytonpublic.com,(937) 903-9668,"=""043844""",Dayton City,39.7580925,-84.2141001
582,"=""010041""",Edison High School,High School,"=""9-12""",Public School,School,Open,Erie,,,"2603 State Route 113 E, Milan, Ohio, 44846",(419) 499-4652,(419) 499-2035,,,,,,,Jeff Goodwin,jgoodwin@edisonchargers.org,,"=""046789""",Edison Local (formerly Berlin-Milan),41.3009226,-82.57384770000002
583,"=""010058""",Edison Middle School,Junior High School,"=""7-8""",Public School,School,Open,Stark,,,"4201 13th St SW, Massillon, Ohio, 44646",(330) 478-6167,(330) 477-4612,,,,,,,Diane Kittelberger,diane.kittelberger@perrylocal.org,(330) 478-6167,"=""049924""",Perry Local,40.789897,-81.464433
584,"=""010074""",Niles Middle School,Middle School,"=""6-8""",Public School,School,Open,Trumbull,,samuel.reigle@nilesmckinley.org,"411 Brown St, Niles, Ohio, 44446",(330) 652-5656,(330) 652-9158,,,,,,,Samuel Reigle,samuel.reigle@nilesmckinley.org,(330) 652-5656,"=""044495""",Niles City,41.1724982,-80.76422199999999
585,"=""010082""",Elida Middle School,Middle School,"=""5-8""",Public School,School,Open,Allen,,El_Supt@noacsc.org,"4500 Sunnydale St, Elida, Ohio, 45807",(419) 331-2505,(419) 331-6822,,,,,,,Douglas Drury,ddrury@elida.k12.oh.us,(419) 222-4830,"=""045773""",Elida Local,40.7874998,-84.18741849999999
586,"=""010090""",Edon High School,High School,"=""7-12""",Public School,School,Open,Williams,,,"802 W Indiana St, Edon, Ohio, 43518",(419) 272-3113,(419) 272-2240,,,,,,,Kayla Lapham,klapham@edon-nw.org,(419) 272-3213,"=""050625""",Edon Northwest Local,41.558151,-84.781086
587,"=""010108""",Edon Elementary School,Elementary School,"=""K-6""",Public School,School,Open,Williams,,,"802 W Indiana St, Edon, Ohio, 43518",(419) 272-3213,(419) 272-2240,,,,,,,Jennifer Ripke,JRipke@edon-nw.org,,"=""050625""",Edon Northwest Local,41.558151,-84.781086
588,"=""010132""",Edwards Middle School,Middle School,"=""6-8""",Public School,School,Open,Medina,,,"1497 Pearl Rd, Brunswick, Ohio, 44212",(330) 273-0488,,,,,,,,Heidi Armentrout,harmentrout@bcsoh.org,,"=""043661""",Brunswick City,41.2345437,-81.84067209999999
589,"=""010157""",Elda Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Butler,,,"3980 Hamilton Cleves Rd, Hamilton, Ohio, 45013",(513) 738-1972,(513) 863-6250,,,,,,,Jesse Kohls,kohlsje@lovelandschools.org,(513) 498-1834,"=""046144""",Ross Local,39.3196203,-84.6403375
590,"=""010173""",Elgin High School,High School,"=""9-12""",Public School,School,Open,Marion,,,"1150 Keener Rd S, Marion, Ohio, 43302",(740) 383-5118,(740) 383-4225,,,,,,,Chad Cunningham,cunningham_c@elginschools.org,(740) 223-4300,"=""048413""",Elgin Local,40.569214,-83.244939
591,"=""010199""",Elida High School,High School,"=""9-12""",Public School,School,Open,Allen,http://www.noacsc.org/allen/el/,El_Supt@noacsc.org,"401 E North St, Elida, Ohio, 45807",(419) 331-4115,(419) 331-4115,,,,,,,Darren Sharp,dsharp@elida.k12.oh.us,(419) 296-0742,"=""045773""",Elida Local,40.78977709999999,-84.195762
592,"=""010207""",Miami East Elementary,Elementary School,"=""K-5""",Public School,School,Open,Miami,,,"4025 North State Route 589, Casstown, Ohio, 45312",(937) 335-5439,(937) 332-9488,,,,,,,Brian Rohrer,brohrer@miamieast.k12.oh.us,(937) 335-5439,"=""048629""",Miami East Local,40.087454,-84.11426600000001
593,"=""010215""",Elizabeth Price Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Summit,,cf_musat@cfalls.org,"2610 Delmore St, Cuyahoga Falls, Ohio, 44221",(330) 926-3806,(330) 929-3171,,,,,,,John Musat,cf_musat@cfalls.org,(330) 926-3806,"=""043836""",Cuyahoga Falls City,41.1353926,-81.4644311
594,"=""010249""",Ella Canavan Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Medina,www.medinabees.org,,"825 Lawrence St, Medina, Ohio, 44256",(330) 636-4000,(330) 725-9379,,,,,,,Brian Condit,conditb@medinabees.org,(330) 421-5610,"=""044388""",Medina City SD,41.126736,-81.870718
595,"=""010272""",Ellet High School,High School,"=""9-12""",Public School,School,Open,Summit,,,"309 Woolf Ave, Akron, Ohio, 44312",(330) 794-4120,(330) 794-4130,,,,,,,Michelle Marquess-Kearns,mmarques@akron.k12.oh.us,(330) 794-4120,"=""043489""",Akron City,41.0532797,-81.43295010000001
