Sponsor IRN,Sponsor,School IRN,School,Telephone,Address,Public District Location IRN,Public District Location,County,First Year of Operation,Grade Levels Served,ConvOrStartup,PhysOrVirtual,School Type 3,Percent Minority,Percent Economically Disadvantaged,Percent Students with Disabilities,Percent Limited English Proficient,Attendance Rate,Overall Grade 2018,Overall Value-Added Grade 2018,Gifted Value-Added Grade 2018,Students with Disabilities Value-Added Grade 2018,Lowest 20% Value-Added Grade 2018,Highly Mobile Value-Added Grade 2018,Graduation Component Grade 2018,Five Year Graduation Rate Grade 2018,Gap Closing Component Grade 2018,Success Component Grade 2018,K3 Literacy Grade 2018,Overall Value-Added Grade 2017,Gifted Value-Added Grade 2017,Students with Disabilities Value-Added Grade 2017,Lowest 20% Value-Added Grade 2017,Highly Mobile Value-Added Grade 2017,Graduation Component Grade 2017,Five Year Graduation Rate Grade 2017,Gap Closing Component Grade 2017,Success Component Grade 2017,K3 Literacy Grade 2017,Overall Value-Added Grade 2016,Gifted Value-Added Grade 2016,Students with Disabilities Value-Added Grade 2016,Lowest 20% Value-Added Grade 2016,Highly Mobile Value-Added Grade 2016,Graduation Component Grade 2016,Five Year Graduation Rate Grade 2016,Gap Closing Component Grade 2016,Success Component Grade 2016,K3 Literacy Grade 2016,Overall Value-Added Grade 2015,Gifted Value-Added Grade 2015,Students with Disabilities Value-Added Grade 2015,Lowest 20% Value-Added Grade 2015,Highly Mobile Value-Added Grade 2015,Five Year Graduation Rate Grade 2015,K3 Literacy Grade 2015,Overall Value-Added Grade 2014,Gifted Value-Added Grade 2014,Students with Disabilities Value-Added Grade 2014,Lowest 20% Value-Added Grade 2014,Five Year Graduation Rate Grade 2014,Overall Value-Added Grade 2013,Gifted Value-Added Grade 2013,Students with Disabilities Value-Added Grade 2013,Lowest 20% Value-Added Grade 2013,Five Year Graduation Rate Grade 2013,Latitude,Longitude,isClosed
048199,ESC of Lake Erie West,000305,Summit Academy Community School-Warren,(330) 3694233,"2106 Arbor Ave SE, Warren, OH 44484",44990,Warren City,Trumbull,,K-7,Startup,Site,General Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2200298,-80.7866424,No
083246,St Aloysius Orphanage,016849,Liberty High School,(937) 7017945; (937) 2427824,"140 N Keowee St, Dayton, OH 45402",43844,Dayton City,Montgomery,FY18,9-12,Startup,Site,Dropout Prevention and Recovery,0.590604032,0.803089807,--,--,0.457774978,Meets Standards,NR,Not Rated,NR,Not Rated,NR,Not Rated,Not Rated,NR,NR,Not Rated,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39.7661678,-84.1753296,No
048199,ESC of Lake Erie West,000306,Summit Academy Community School - Cincinnati,(513) 3210561,"1660 Sternblock Ln, Cincinnati, OH 45237",43752,Cincinnati Public Schools,Hamilton,,K-8,Startup,Site,General Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1857528,-84.4678804,No
083246,St Aloysius Orphanage,012060,Akros Middle School,(330) 3746704,"265 Park St, Akron, OH 44304",43489,Akron City,Summit,FY11,6-8,Startup,Site,General Education,0.957167048,0.997210881,0.255254498,--,0.904579688,D,F,NR,D,D,NR,NR,NR,D,NR,NR,F,NR,F,F,NR,NR,NR,F,NR,NR,F,NR,C,D,NR,NR,NR,F,NR,NR,B,NR,C,B,C,NR,NR,A,NR,B,A,NR,A,NR,C,B,NR,41.0833523,-81.508061,No
012931,Office of School Sponsorship,000640,Rittman Academy,(330) 9277401,"100 Saurer St, Rittman, OH 44270",45591,Rittman Exempted Village,Wayne,FY06,K-12,Conversion,Site,General Education,--,0.462238428,--,--,0.55905663,F,NR,NR,NR,NR,NR,F,F,NR,F,NR,F,NR,NR,NR,NR,F,F,NR,F,NR,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40.97583,-81.798006,No
000821,Thomas B. Fordham Foundation,133454,Dayton Leadership Academies-Dayton View Campus,(937) 5679426,"1416 W Riverview Ave, Dayton, OH 45402",43844,Dayton City,Montgomery,FY01,K-8,Startup,Site,General Education,0.991835022,1,0.20856034,--,0.930316313,F,F,NR,F,F,NR,NR,NR,C,NR,F,F,NR,F,F,NR,NR,NR,F,NR,D,F,NR,F,F,NR,NR,NR,F,NR,NR,A,NR,A,A,NR,NR,F,F,NR,C,C,NR,F,NR,D,F,NR,39.7615342,-84.2183944,No
043828,Coshocton City,000598,Coshocton Opportunity School,(740) 6223600,"1205 Cambridge Rd, Coshocton, OH 43812",43828,Coshocton City,Coshocton,FY07,9-12,Conversion,Site,Dropout Prevention and Recovery,--,1,--,--,0.919244262,Meets Standards,69.4,Exceeds Standards,88,Exceeds Standards,84.2,Exceeds Standards,Exceeds Standards,79.4,80.5,Does Not Meet Standards,Exceeds Standards,75,Exceeds Standards,84.2,Exceeds Standards,84.6,79.4,Exceeds Standards,Exceeds Standards,80.9,NR,Exceeds Standards,75,Exceeds Standards,84.6,Exceeds Standards,Exceeds Standards,80.6,68.1,Exceeds Standards,0,Exceeds Standards,Meets Standards,Not Rated,NR,72,76.5,Exceeds Standards,68.1,Exceeds Standards,80,75.5,41.7,Exceeds Standards,75,Exceeds Standards,Exceeds Standards,40.2582311,-81.8456308,No
048199,ESC of Lake Erie West,000804,Horizon Science Academy-Cincinnati,(513) 2420099,"1055 Laidlaw Ave, Cincinnati, OH 45237",43752,Cincinnati City,Hamilton,FY05,K-8,Startup,Site,General Education,0.984605363,1,0.138156983,0.050506246,0.898474986,F,F,NR,NR,F,NR,F,F,F,F,D,F,NR,NR,F,C,F,F,F,F,D,F,NR,NR,F,NR,F,F,F,F,NR,F,NR,F,F,NR,D,F,F,NR,F,F,F,D,NR,D,F,F,39.1774771,-84.4809882,No
000821,Thomas B. Fordham Foundation,009283,"Dayton Early College Academy, Inc",(937) 2295780,"1529 Brown St, Dayton, OH 45469",43844,Dayton City,Montgomery,FY08,9-12,Startup,Site,General Education,0.945224088,0.612918672,0.051553799,--,0.96589764,B,A,NR,NR,A,NR,A,A,A,F,NR,A,NR,NR,A,NR,A,A,D,F,NR,A,NR,NR,A,NR,A,B,D,F,NR,NR,NR,NR,NR,NR,B,NR,A,NR,NR,A,B,D,NR,NR,B,D,39.7389135,-84.1817273,No
000862,Buckeye Community Hope Foundation,011947,Imagine Akron Academy,(330) 7531000,"2405 Romig Rd, Akron, OH 44320",43489,Akron City,Summit,FY11,K-6,Conversion,Site,General Education,0.971585697,1,--,--,0.907226821,A,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,41.0493082,-81.5779794,No
083246,St Aloysius Orphanage,015234,Zenith Academy West,(614) 2726300,"3385 South Blvd, Columbus, OH 43204",43802,Columbus City School District,Franklin,FY16,K-8,Startup,Site,General Education,0.995352,1,0.091741296,0.703973473,0.96352062,D,C,NR,NR,B,NR,NR,NR,F,NR,NR,C,NR,NR,B,NR,NR,NR,F,NR,NR,D,NR,NR,D,NR,NR,NR,F,NR,NR,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39.9553523,-83.0911901,No
048199,ESC of Lake Erie West,000808,Horizon Science Academy-Dayton,(937) 2771177,"4751 sue ann blvd, Dayton, OH 45415",43844,Dayton City,Montgomery,FY05,K-5,Startup,Site,General Education,0.92818489,1,0.122111159,--,0.903691865,D,F,NR,NR,D,NR,NR,NR,F,NR,D,F,NR,D,D,NR,NR,NR,F,NR,D,C,NR,C,B,NR,NR,NR,F,NR,F,D,NR,NR,C,NR,NR,F,B,NR,C,C,NR,B,NR,NR,C,NR,39.8125502,-84.22373,No
000821,Thomas B. Fordham Foundation,133504,Phoenix Community Learning Ctr,(513) 3515801,"3595 Washington Ave, Cincinnati, OH 45229",43752,Cincinnati City,Hamilton,FY02,K-12,Startup,Site,General Education,0.997867328,0.99882207,0.110564169,--,0.879787996,F,F,NR,F,F,NR,NR,NR,F,NR,F,F,NR,F,F,NR,NR,NR,F,NR,D,C,NR,C,C,NR,NR,NR,F,NR,D,B,NR,NR,D,NR,NR,D,A,NR,NR,B,NR,A,NR,NR,A,NR,39.1483329,-84.4955826,No
065268,Tri-Rivers,143305,TRECA Digital Academy,(888) 8284798,"100 Executive Dr, Marion, OH 43302",44339,Marion City,Marion,FY02,K-12,Startup,Virtual,Dropout Prevention and Recovery,0.221748938,0.608371737,0.175637629,0.005153217,0.838876474,Does Not Meet Standards,18.5,Meets Standards,17.3,Meets Standards,21.8,Meets Standards,Meets Standards,34.4,23.4,Meets Standards,Meets Standards,15.1,Meets Standards,19.6,Meets Standards,21.3,33.3,Meets Standards,Meets Standards,24.5,84.5,Meets Standards,16.4,Meets Standards,19.4,Meets Standards,Meets Standards,29.2,24.6,Meets Standards,1.6,Meets Standards,Does Not Meet Standards,Meets Standards,66.7,14.2,28.8,Meets Standards,22.5,Meets Standards,21.2,23.3,71.1,Meets Standards,23,Meets Standards,Meets Standards,40.5714826,-83.1248566,No
000862,Buckeye Community Hope Foundation,015236,Clark Preparatory Academy,,,44818,Springfield City School District,Clark,FY16,"#N/A",Startup,Site,General Education,0.86211184,1,--,0.111197895,0.884844769,F,F,NR,NR,D,C,NR,NR,F,NR,F,F,NR,NR,D,D,NR,NR,F,NR,D,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,Yes
012931,Office of School Sponsorship,134072,Youngstown Community School,(330) 7462240,"50 Essex St, Youngstown, OH 44502",45161,Youngstown City,Mahoning,FY99,K-8,Startup,Site,General Education,1,1,0.06497503,--,0.936097626,D,F,NR,NR,F,NR,NR,NR,D,NR,D,F,NR,NR,F,NR,NR,NR,F,NR,C,F,NR,NR,F,NR,NR,NR,F,NR,D,D,NR,D,D,NR,NR,D,F,NR,F,F,NR,D,NR,C,C,NR,41.0904546,-80.6578845,No
000862,Buckeye Community Hope Foundation,008280,Noble Academy-Columbus,(614) 3260687,"1329 Bethel Rd, Columbus, OH 43220",43802,Columbus City School District,Franklin,FY07,K-12,Startup,Site,General Education,0.648524244,1,0.052007212,0.330881659,0.940538888,C,B,NR,NR,A,NR,NR,NR,A,NR,D,C,NR,NR,C,NR,NR,NR,F,NR,C,A,NR,NR,A,NR,NR,NR,F,NR,F,C,NR,NR,C,NR,NR,F,A,NR,NR,A,NR,A,NR,NR,A,NR,40.0626275,-83.0550571,No
083246,St Aloysius Orphanage,009171,Star Academy of Toledo,,,44909,Toledo City,Lucas,FY08,"#N/A",Startup,Site,General Education,0.842919668,1,0.196377676,--,0.850436375,D,D,NR,NR,C,C,NR,NR,F,NR,D,D,NR,NR,D,D,NR,NR,F,NR,D,C,NR,NR,C,C,NR,NR,F,NR,F,C,NR,C,C,C,NR,F,A,NR,NR,A,NR,A,NR,NR,A,NR,0,0,Yes
000862,Buckeye Community Hope Foundation,015237,Flex High School,(614) 6109749,"115 S Gift St, Columbus, OH 43215",43802,Columbus City School District,Franklin,FY16,"9-12,UNG",Startup,Site,Dropout Prevention and Recovery,0.620595663,0.305351904,0.24506869,--,0.779427848,Meets Standards,26.2,Meets Standards,26.7,Meets Standards,31.6,Not Rated,Not Rated,NR,27.5,Does Not Meet Standards,Meets Standards,20.8,Meets Standards,15.8,Not Rated,NR,NR,Not Rated,Meets Standards,18.6,NR,Not Rated,NR,Not Rated,NR,Not Rated,Not Rated,NR,NR,Not Rated,NR,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39.9578127,-83.0157019,No
016998,Ohio Council of Community Schools,008281,South Scioto Academy,(614) 4457684,"2200 Winslow Dr, Columbus, OH 43207",43802,Columbus City School District,Franklin,FY07,K-12,Startup,Site,General Education,0.939488509,1,0.355157616,--,0.931847333,B,B,NR,A,C,A,NR,NR,A,NR,C,F,NR,C,F,NR,NR,NR,F,NR,D,F,NR,C,F,NR,NR,NR,F,NR,F,B,NR,B,B,NR,NR,F,B,NR,NR,B,NR,C,NR,D,C,NR,39.926294,-82.937899,No
083246,St Aloysius Orphanage,008282,Life Skills Center of Columbus North,(614) 8919041,"1900 E Dublin Granville Rd Ste 200, Columbus, OH 43229",43802,Columbus City School District,Franklin,FY07,9-12,Startup,Site,Dropout Prevention and Recovery,0.883952317,1,0.156831846,0.171953505,0.475886455,Meets Standards,13.5,Meets Standards,21.3,Meets Standards,13.9,Meets Standards,Meets Standards,14.5,15.1,Does Not Meet Standards,Meets Standards,19.4,Meets Standards,12.7,Meets Standards,12.4,11.5,Does Not Meet Standards,Meets Standards,12.9,58.3,Does Not Meet Standards,2.8,Does Not Meet Standards,11.2,Does Not Meet Standards,Does Not Meet Standards,11.2,16.8,Does Not Meet Standards,0,Does Not Meet Standards,Does Not Meet Standards,Not Rated,NR,5.6,8.5,Meets Standards,14.8,Does Not Meet Standards,8,9.6,40,Meets Standards,7.2,Does Not Meet Standards,Meets Standards,40.0876954,-82.9673359,No
043786,Cleveland Municipal,015239,Stonebrook Montessori,(216) 6443012,"975 East Blvd, Cleveland, OH 44108",43786,Cleveland Municipal,Cuyahoga,FY16,"K-6,P",Startup,Site,General Education,0.936792878,0.711004318,0.110316396,--,0.929881495,F,D,NR,NR,C,NR,NR,NR,F,NR,F,NR,NR,NR,NR,NR,NR,NR,NR,NR,F,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41.5288674,-81.6259848,No
000821,Thomas B. Fordham Foundation,133959,Dayton Leadership Academies-Early Learning Academy,,,43844,Dayton City,Montgomery,FY00,"#N/A",Startup,Site,General Education,0.994113167,1,0.125313731,--,0.917735012,B,NR,NR,NR,NR,NR,NR,NR,NR,NR,C,NR,NR,NR,NR,NR,NR,NR,NR,NR,D,NR,NR,NR,NR,NR,NR,NR,NR,NR,D,NR,NR,NR,NR,NR,NR,NR,--,--,--,--,--,A,NR,B,A,NR,0,0,Yes
047779,Jefferson County ESC,148999,Mahoning Unlimited Classroom,(330) 5338755 ext 1010,"7401 Market St RM 519, Youngstown, OH 44512",45161,Youngstown City,Mahoning,FY04,4-12,Startup,Virtual,Dropout Prevention and Recovery,0.191841769,0.553648205,0.298348359,--,0.673158368,Meets Standards,33,Meets Standards,29.3,Exceeds Standards,44.9,Meets Standards,Meets Standards,35.8,36.1,Exceeds Standards,Meets Standards,25.5,Meets Standards,39.7,Meets Standards,37.5,35.8,Meets Standards,Meets Standards,33.8,78.6,Meets Standards,30.6,Meets Standards,34.4,Meets Standards,Meets Standards,28.8,30.5,Meets Standards,1.9,Meets Standards,Meets Standards,Exceeds Standards,76.5,30.5,34,Meets Standards,26.6,Meets Standards,29.4,29.7,78.6,Exceeds Standards,30.6,Meets Standards,Meets Standards,41.0211588,-80.6587026,No
043844,Dayton City,008283,Dayton Business Technology High School,(937) 2253989 ext 201,"348 W 1st St, Dayton, OH 45402",43844,Dayton City,Montgomery,FY07,9-12,Conversion,Site,Dropout Prevention and Recovery,0.960261417,1,0.142796691,--,0.728075398,Meets Standards,22.8,Meets Standards,38.5,Exceeds Standards,53.6,Exceeds Standards,Exceeds Standards,58.2,44.1,Meets Standards,Meets Standards,33.3,Exceeds Standards,52.4,Exceeds Standards,48.4,56.7,Exceeds Standards,Exceeds Standards,50.2,61.2,Exceeds Standards,41.6,Exceeds Standards,46.7,Exceeds Standards,Exceeds Standards,60,64.8,Exceeds Standards,64.4,Meets Standards,Meets Standards,Meets Standards,51.7,45.2,52.9,Exceeds Standards,63.4,Exceeds Standards,67.7,57.3,54.4,Exceeds Standards,43.5,Exceeds Standards,Exceeds Standards,39.7611151,-84.1986039,No
012931,Office of School Sponsorship,014187,East Academy,(216) 3831214,"15720 Kipling Ave, Cleveland, OH 44110",43786,Cleveland Municipal,Cuyahoga,FY14,K-12,Startup,Site,General Education,0.995394174,0.997285856,0.146152902,--,0.855681404,D,A,NR,F,F,A,NR,NR,F,NR,D,A,NR,NR,C,NR,NR,NR,F,NR,C,A,NR,A,A,NR,NR,NR,F,NR,F,F,NR,F,F,NR,NR,F,D,NR,C,C,NR,--,--,--,--,--,41.5546378,-81.5682546,No
048199,ESC of Lake Erie West,132951,Constellation Schools: Lorain Community Elementary,(440) 2042130,"1110 W 4th St, Lorain, OH 44052",44263,Lorain City,Lorain,FY02,K-4,Startup,Site,General Education,0.701031596,1,0.106457976,--,0.931722817,B,A,NR,B,A,NR,NR,NR,A,NR,D,C,NR,C,C,NR,NR,NR,B,NR,C,F,NR,C,C,NR,NR,NR,F,NR,F,F,NR,NR,D,NR,NR,C,A,NR,NR,C,NR,B,NR,C,NR,NR,41.4664022,-82.1833445,No
000862,Buckeye Community Hope Foundation,000534,Constellation Schools: Puritas Community Middle,(216) 6880680,"17720 Puritas Ave, Cleveland, OH 44135",43786,Cleveland Municipal,Cuyahoga,FY07,5-8,Startup,Site,General Education,0.626215957,1,0.140056342,--,0.949730712,C,A,NR,NR,A,NR,NR,NR,F,NR,NR,A,NR,B,A,NR,NR,NR,F,NR,NR,A,NR,NR,A,NR,NR,NR,F,NR,NR,F,NR,NR,F,NR,NR,NR,C,NR,B,C,NR,D,NR,C,D,NR,41.4347608,-81.8212776,No
012931,Office of School Sponsorship,014188,Discovery Academy,(419) 2143266,"2740 W Central Ave, Toledo, OH 43606",44909,Toledo City,Lucas,FY14,K-12,Startup,Site,General Education,0.827492701,0.996976363,0.173713742,--,0.912184927,D,F,NR,F,C,NR,NR,NR,F,NR,C,F,NR,C,D,NR,NR,NR,F,NR,B,F,NR,NR,F,NR,NR,NR,F,NR,D,F,NR,NR,F,NR,NR,C,B,NR,NR,C,NR,--,--,--,--,--,41.6787319,-83.609239,No
016998,Ohio Council of Community Schools,015736,iLEAD Spring Meadows,(419) 4917423,"1615 Timber Wolf Dr, Holland, OH 43528",48223,Springfield Local,Lucas,FY17,K-8,Startup,Site,General Education,0.326237158,0.664690242,0.196899715,--,0.925286148,F,F,NR,D,D,C,NR,NR,F,NR,NR,F,NR,NR,NR,NR,NR,NR,NR,NR,NR,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41.61188,-83.7256609,No
012931,Office of School Sponsorship,133348,Richard Allen Preparatory,(937) 9512800; (937) 9512800,"184 Salem Ave, Dayton, OH 45406",43844,Dayton City,Montgomery,FY01,K-8,Startup,Site,General Education,0.990827173,1,--,--,0.942941023,D,NR,NR,NR,NR,NR,NR,NR,NR,NR,C,NR,NR,NR,NR,NR,NR,NR,NR,NR,B,NR,NR,NR,NR,NR,NR,NR,NR,NR,D,NR,NR,NR,NR,NR,NR,F,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,39.7640504,-84.2075817,No
000821,Thomas B. Fordham Foundation,143644,Sciotoville,(740) 7766777,"224 Marshall St, Portsmouth, OH 45662",44669,Portsmouth City,Scioto,FY02,K-12,Startup,Site,General Education,0.056540747,0.997397673,0.193831115,--,0.928557566,D,C,NR,C,A,NR,D,F,C,F,NR,C,NR,B,A,NR,D,C,F,F,NR,C,NR,C,B,B,C,D,F,D,NR,F,NR,F,F,C,B,NR,F,NR,F,C,A,C,NR,D,C,C,38.7585589,-82.8886315,No
012931,Office of School Sponsorship,014189,West Park Academy,(216) 2515450,"12913 Bennington Ave, Cleveland, OH 44135",43786,Cleveland Municipal,Cuyahoga,FY14,K-12,Startup,Site,General Education,0.664345759,0.999334244,0.223140735,0.144192625,0.876549648,C,A,NR,C,B,B,NR,NR,F,NR,C,B,NR,B,B,A,NR,NR,F,NR,B,C,NR,NR,C,C,NR,NR,F,NR,F,F,NR,NR,F,F,NR,D,F,NR,C,F,NR,--,--,--,--,--,41.4264978,-81.7786594,No
016998,Ohio Council of Community Schools,015737,Global Ambassadors Language Academy,(216) 8049178; (216) 3157942,"13442 Lorain Ave, Cleveland, OH 44111",43786,Cleveland Municipal,Cuyahoga,FY17,K-12,Startup,Site,General Education,0.715577153,0.629635578,--,0.153240386,0.930692025,B,NR,NR,NR,NR,NR,NR,NR,NR,NR,C,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41.4574915,-81.7842302,No
048199,ESC of Lake Erie West,134122,Autism Model School,(419) 8974400,"3020 Tremainsville Rd, Toledo, OH 43613",44909,Toledo City,Lucas,FY99,"K,1-12,UNG",Startup,Site,Special Education,0.407454378,0.686049848,1,--,0.885542918,F,NR,NR,NR,NR,NR,F,NR,F,F,NR,NR,NR,NR,NR,NR,F,F,F,F,NR,NR,NR,NR,NR,NR,F,NR,F,F,NR,NR,NR,NR,NR,NR,F,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,41.7182659,-83.6170531,No
083246,St Aloysius Orphanage,008286,Harvard Avenue Performance Academy,(216) 2835100,"12000 Harvard Ave, Cleveland, OH 44105",43786,Cleveland Municipal,Cuyahoga,FY07,K-8,Startup,Site,General Education,0.997010519,1,0.200906209,--,0.93252755,D,F,NR,C,F,NR,NR,NR,B,NR,D,F,NR,F,F,NR,NR,NR,F,NR,F,F,NR,F,F,F,NR,NR,F,NR,F,NR,NR,NR,NR,NR,NR,F,F,NR,C,F,NR,F,NR,B,C,NR,41.4480618,-81.5984562,No
083246,St Aloysius Orphanage,008287,Groveport Community School,(614) 5740037; (614) 5744100,"4485 S Hamilton Rd, Groveport, OH 43125",46979,Groveport Madison Local,Franklin,FY07,K-8,Startup,Site,General Education,0.822547586,0.996421442,0.093583298,0.086472912,0.932858124,D,B,NR,C,B,NR,NR,NR,D,NR,D,B,NR,C,C,NR,NR,NR,F,NR,C,A,NR,C,A,NR,NR,NR,F,NR,F,F,NR,C,D,NR,NR,F,A,NR,B,A,NR,D,NR,C,C,NR,39.8777741,-82.8854279,No
000862,Buckeye Community Hope Foundation,009179,Horizon Science Academy Columbus Middle School,(614) 4286564,"2350 Morse Rd, Columbus, OH 43229",43802,Columbus City School District,Franklin,FY08,6-8,Startup,Site,General Education,0.971050416,0.99996635,0.065380516,0.156480287,0.942744117,C,A,NR,A,A,NR,NR,NR,C,NR,NR,A,NR,A,A,NR,NR,NR,F,NR,NR,A,NR,C,A,NR,NR,NR,F,NR,NR,C,NR,C,C,NR,NR,NR,A,NR,C,A,NR,A,NR,B,A,NR,40.060525,-82.956289,No
083246,St Aloysius Orphanage,142919,Life Skills Center of Elyria,(440) 3241755,"2015 W River Rd N, Elyria, OH 44035",43943,Elyria City Schools,Lorain,FY02,9-12,Startup,Site,Dropout Prevention and Recovery,0.5770756,1,0.245284683,--,0.413758197,Does Not Meet Standards,2.7,Does Not Meet Standards,10.4,Does Not Meet Standards,10.9,Does Not Meet Standards,Does Not Meet Standards,10,9.5,Does Not Meet Standards,Does Not Meet Standards,4.8,Does Not Meet Standards,6.9,Does Not Meet Standards,9.8,8.3,Meets Standards,Does Not Meet Standards,8.8,NR,Does Not Meet Standards,1,Does Not Meet Standards,6.3,Does Not Meet Standards,Meets Standards,12.3,11.3,Does Not Meet Standards,0,Does Not Meet Standards,Does Not Meet Standards,Meets Standards,66.7,3.8,2.5,Does Not Meet Standards,8.5,Does Not Meet Standards,4.7,5.4,NR,Does Not Meet Standards,1.8,Does Not Meet Standards,Does Not Meet Standards,41.4013087,-82.1067366,No
012931,Office of School Sponsorship,008289,Eagle Learning Center,(419) 7202003,"2665 Navarre Ave, Oregon, OH 43616",44602,Oregon City,Lucas,FY07,9-12,Conversion,Site,Dropout Prevention and Recovery,0.376784053,--,--,--,0.493570611,Meets Standards,7,Meets Standards,25.7,Does Not Meet Standards,5.3,Meets Standards,Does Not Meet Standards,11.7,13,Does Not Meet Standards,Meets Standards,16.2,Does Not Meet Standards,0,Meets Standards,12.7,11.7,Meets Standards,Does Not Meet Standards,10.9,66.3,Does Not Meet Standards,0,Does Not Meet Standards,7.3,Does Not Meet Standards,Meets Standards,12.3,13.2,Does Not Meet Standards,33.3,Meets Standards,Meets Standards,Meets Standards,34.2,6.1,9.1,Meets Standards,12.1,Does Not Meet Standards,8,9.8,66.7,Meets Standards,8.1,Meets Standards,Meets Standards,41.6375317,-83.4844413,No
083246,St Aloysius Orphanage,132795,Cliff Park High School,(937) 3423006,"821 N Limestone St, Springfield, OH 45503",44818,Springfield City School District,Clark,FY02,9-12,Startup,Site,Dropout Prevention and Recovery,0.246654958,1,0.274205483,--,0.439175168,Meets Standards,12.5,Meets Standards,18.1,Meets Standards,20,Meets Standards,Meets Standards,25,18.6,Does Not Meet Standards,Meets Standards,15.9,Meets Standards,18.7,Meets Standards,17.4,23.8,Does Not Meet Standards,Meets Standards,17.2,40,Meets Standards,11.6,Meets Standards,15.7,Meets Standards,Does Not Meet Standards,10.7,17.4,Meets Standards,1.1,Meets Standards,Meets Standards,Meets Standards,50,9.1,18.8,Meets Standards,13.8,Meets Standards,13.4,13.2,33.3,Meets Standards,17.1,Does Not Meet Standards,Meets Standards,39.9344258,-83.806381,No
048199,ESC of Lake Erie West,143487,Constellation Schools: Stockyard Community Elementary,(216) 6515143,"3200 W 65th St, Cleveland, OH 44102",43786,Cleveland Municipal,Cuyahoga,FY05,K-6,Startup,Site,General Education,0.643751587,1,0.152457164,0.231118694,0.903365052,D,F,NR,C,D,NR,NR,NR,D,NR,D,F,NR,D,F,NR,NR,NR,F,NR,C,C,NR,C,C,NR,NR,NR,F,NR,F,F,NR,F,F,NR,NR,C,C,NR,C,C,NR,B,NR,C,C,NR,41.4674609,-81.7307281,No
048843,Franklin Local,148932,Franklin Local Community School,,,48843,Franklin Local,Muskingum,FY04,"#N/A",Conversion,Site,Dropout Prevention and Recovery,--,0.891746469,0.298751216,--,0.809641529,Does Not Meet Standards,70.4,Exceeds Standards,73.7,Exceeds Standards,65,Exceeds Standards,Exceeds Standards,92.9,78.9,Does Not Meet Standards,Exceeds Standards,68.8,Exceeds Standards,65,Exceeds Standards,90,92.9,Exceeds Standards,Exceeds Standards,76.9,NR,Exceeds Standards,63.2,Exceeds Standards,90,Exceeds Standards,Exceeds Standards,62.5,81,Exceeds Standards,NR,Meets Standards,Meets Standards,Exceeds Standards,75,89.5,92.9,Does Not Meet Standards,0,Exceeds Standards,61.1,62.7,100,Exceeds Standards,88.9,Exceeds Standards,Does Not Meet Standards,0,0,Yes
048850,Maysville Local,149328,Foxfire High School,(740) 4534509,"2805 Pinkerton Ln, Zanesville, OH 43701",48850,Maysville Local,Muskingum,FY04,"4-12,UNG",Conversion,Site,Dropout Prevention and Recovery,0.164323859,0.993498613,0.487621668,--,0.844652354,Meets Standards,59.3,Exceeds Standards,65.9,Exceeds Standards,66.3,Exceeds Standards,Exceeds Standards,76.7,68.4,Exceeds Standards,Exceeds Standards,56,Exceeds Standards,65.1,Exceeds Standards,71.4,75.8,Exceeds Standards,Exceeds Standards,71.3,77.6,Exceeds Standards,61,Exceeds Standards,66.7,Exceeds Standards,Exceeds Standards,81.5,79.4,Exceeds Standards,79.8,Meets Standards,Meets Standards,Exceeds Standards,82.8,55,75,Exceeds Standards,59.5,Meets Standards,39.1,62.3,88.1,Exceeds Standards,68.9,Exceeds Standards,Exceeds Standards,39.8957947,-82.0476945,No
