School,SchoolOrHome,Type,Latitude,Longitude
936 Howell Dr,Home,Single Family Residential,40.0630349,-82.4604035
1595 Russett Ln,Home,Vacant Land,40.0744474,-82.4591417
0 Brice St,Home,Vacant Land,40.064158,-82.363165
1830 Bryn Mawr Dr,Home,Single Family Residential,40.0584716,-82.4618845
2107 Sheryl Lynn Dr,Home,Vacant Land,40.110212,-82.402402
354 Seroco Ave,Home,Vacant Land,40.0488255,-82.4124436
57 S Pine St,Home,Single Family Residential,40.0514964,-82.4220446
27 W North St,Home,Single Family Residential,40.0686727,-82.4090136
68 Wilwood Ave,Home,Vacant Land,40.050851,-82.404407
160 E Main St,Home,Vacant Land,40.0596334,-82.3947478
1482 Montgomery Rd NE,Home,Single Family Residential,40.081439,-82.312147
168 E Church St,Home,Single Family Residential,40.060999,-82.3970708
692 Tall Oaks Dr Unit CR-26,Home,Condo/Co-op,40.065449,-82.45208
725 Woods Edge Ln,Home,Condo/Co-op,40.098801,-82.449694
340 Washington St,Home,Single Family Residential,40.0575634,-82.3876781
253 N 5th St,Home,Single Family Residential,40.0645138,-82.4098076
66 Glenridge Dr,Home,Condo/Co-op,40.1094117,-82.4299998
1730 E Main St,Home,Vacant Land,40.0625595,-82.3383646
394 Brentwood Dr NE,Home,Vacant Land,40.0865491,-82.3509183
1326 Licking Valley Rd,Home,Vacant Land,40.0764695,-82.2909782
40 Poplar Ave,Home,Single Family Residential,40.0527251,-82.4057105
00 Wright Dr,Home,Vacant Land,40.051947,-82.454855
62 Wilson St,Home,Single Family Residential,40.0545629,-82.4076161
0 Newton Rd,Home,Vacant Land,40.120871,-82.387228
466 Henderson Ave,Home,Vacant Land,40.0565667,-82.3832416
95 Monroe Ave,Home,Vacant Land,40.062209,-82.376947
242 Race St,Home,Vacant Land,40.0586714,-82.3913528
0 Race St,Home,Vacant Land,40.058693,-82.391479
2430 Dayton Rd NE,Home,Vacant Land,40.093836,-82.345094
0 Dry Creek Rd,Home,Vacant Land,40.114787,-82.47165
71 Allen St,Home,Single Family Residential,40.0571419,-82.3820335
0 Wince Rd NE Lot 1,Home,Vacant Land,40.185937,-82.465087
113 N Williams St,Home,Single Family Residential,40.0557634,-82.4253151
232 Everett Ave,Home,Single Family Residential,40.0629298,-82.3913104
0 Wehrle Ave,Home,Vacant Land,40.049242,-82.412886
206 Union St,Home,Single Family Residential,40.0482367,-82.4210813
1490 Woodridge Dr,Home,Vacant Land,40.062686,-82.45564
855 Howell Dr,Home,Vacant Land,40.061788,-82.459025
0 Horns Hill Rd NE,Home,Vacant Land,40.111717,-82.4067589
"0 Weiant Ave Unit 23, 24 & 25",Home,Vacant Land,40.041733,-82.437867
45 Glenridge Dr Lot 6,Home,Condo/Co-op,40.1093195,-82.4279798
0 Cherry,Home,Vacant Land,40.081073,-82.412317
12441 Bolen Rd NE,Home,Vacant Land,40.0774881,-82.3119188
875 Howell Dr,Home,Vacant Land,40.0618709,-82.459451
1615 Woodridge Dr,Home,Vacant Land,40.0636096,-82.4600716
866 Howell Dr,Home,Vacant Land,40.0623549,-82.45854
978 Camden Dr,Home,Vacant Land,40.064363,-82.461643
988 Camden Dr,Home,Vacant Land,40.064591,-82.461448
0 Fern St Lot 7,Home,Vacant Land,40.1200427,-82.4339986
1516 Highpoint Dr,Home,Vacant Land,40.072953,-82.455896
2038 Dumont St,Home,Condo/Co-op,40.1114942,-82.4295064
9689 Stickle RD,Home,Single Family Residential,40.0581207,-82.401268
35 S 32nd St,Home,Single Family Residential,40.0472682,-82.4445614
6274 Parkmeadow Ln,Home,Single Family Residential,40.0379519,-83.1863149
3741 Stonesthrow Ln,Home,Single Family Residential,40.050852,-83.11788
5928 Ancestor Dr,Home,Single Family Residential,40.0147239,-83.1732533
2986 Carlsbad Dr,Home,Single Family Residential,40.0130552,-83.1409649
5798 Jasonway Dr,Home,Single Family Residential,40.0380624,-83.1732952
0 Walker Rd,Home,Vacant Land,40.005688,-83.208449
2992 Landen Farm Rd E,Home,Single Family Residential,40.0124381,-83.1757654
4289 Glynwater Ln,Home,Single Family Residential,40.0373493,-83.1906473
5200 Frisco Dr,Home,Single Family Residential,40.016164,-83.1503474
5140 Hidden View Dr,Home,Single Family Residential,40.0068517,-83.1460333
3166 Echo Park Dr,Home,Single Family Residential,40.0157327,-83.1771679
4953 Abberton Ct,Home,Single Family Residential,40.052588,-83.164894
4998 Gilwood Dr,Home,Single Family Residential,39.9980095,-83.140923
4192 Coventry Ridge Dr,Home,Condo/Co-op,40.036228,-83.177638
3540 Edler St,Home,Single Family Residential,40.0248725,-83.1363989
1718 Bennigan Dr Unit 164B,Home,Condo/Co-op,39.985481,-83.155482
2760 Lyndley Ct,Home,Single Family Residential,40.0087426,-83.1442741
4908 Stoneybrook Blvd Unit 19F,Home,Condo/Co-op,40.0172738,-83.1429586
4455 Earman Dr,Home,Single Family Residential,40.0173225,-83.1325237
2800 Toms Trace Ct,Home,Single Family Residential,40.0094114,-83.1427661
5301 Beringer Dr,Home,Single Family Residential,40.0098711,-83.1539073
0 Patterson Rd,Home,Vacant Land,39.997389,-83.241907
5082 Springdale Blvd Unit 31E,Home,Condo/Co-op,40.016626,-83.147192
4634 Brownstone Dr,Home,Single Family Residential,40.046141,-83.1628692
5063 Hayden Woods Ln,Home,Condo/Co-op,40.0554351,-83.1746442
6512 Shadewater Dr,Home,Single Family Residential,40.0371301,-83.1920076
5945 Hampton Cors N,Home,Single Family Residential,40.016511,-83.174499
5542 Eventing Way,Home,Condo/Co-op,40.0539564,-83.1663154
4109 Stoneroot Dr,Home,Single Family Residential,40.0378911,-83.1175238
5695 Elm Grove Ct,Home,Single Family Residential,40.0102502,-83.1643767
2609 Copperwood Rd,Home,Single Family Residential,40.0044894,-83.1641254
5800 Heirship Ct,Home,Single Family Residential,40.0169849,-83.1703225
8285 Roberts Rd,Home,Single Family Residential,39.984521,-83.22346
5343 Scioto Darby Rd,Home,Single Family Residential,40.027493,-83.158716
6218 Lampton Pond Dr,Home,Single Family Residential,40.0199961,-83.1835102
3394 Leap Rd,Home,Single Family Residential,40.021783,-83.1381164
5777 Jasonway Dr,Home,Single Family Residential,40.0377063,-83.1726672
5433 Whispering Oak Blvd,Home,Single Family Residential,40.0079971,-83.1566295
4744 Halle Cir,Home,Single Family Residential,40.0474129,-83.1797007
5409 Schatz Ln,Home,Single Family Residential,40.0070379,-83.151541
Lot 70 Cat Singer Cir S,Home,Single Family Residential,40.01616,-83.1756188
6694 Cat Singer Cir S,Home,Single Family Residential,40.055541,-83.188648
6033 Heritage Lakes Dr,Home,Single Family Residential,40.021977,-83.1761631
5830 Stonepath Dr,Home,Single Family Residential,39.9916462,-83.164251
5577 Lexington Dr,Home,Condo/Co-op,40.0527448,-83.1672048
5118 Hidden View Dr,Home,Single Family Residential,40.0068968,-83.1454469
4591 Marilyn St,Home,Single Family Residential,40.0445011,-83.1627854
1609 Jupiter Ave,Home,Single Family Residential,39.9840912,-83.1613617
5753 Middleby Dr,Home,Single Family Residential,40.017022,-83.1638532
3860 Schirtzinger Rd,Home,Single Family Residential,40.0416335,-83.1130609
4344 Stellar Dr,Home,Single Family Residential,40.0440573,-83.112579
6045 Joneswood Dr,Home,Single Family Residential,40.0111348,-83.1763306
5354 Carolyn Dr,Home,Single Family Residential,40.021861,-83.1576346
3623 Sanctuary Loop,Home,Single Family Residential,40.022625,-83.200795
6210 Temple Ridge Dr,Home,Single Family Residential,40.0158237,-83.1827777
Lot 35 Cat Singer Cir S,Home,Single Family Residential,40.0555898,-83.1224782
6663 Cat Singer Cir S,Home,Single Family Residential,40.055541,-83.188648
4951 Nadine Park Dr,Home,Single Family Residential,40.0496598,-83.1853521
4516 Amity Rd,Home,Single Family Residential,40.0389436,-83.2488652
00000 Roberts Rd,Home,Vacant Land,40.001137,-83.18022
6138 Lampton Pond Dr,Home,Single Family Residential,40.020224,-83.1802659
6252 Tallowtree Dr,Home,Single Family Residential,40.0461565,-83.1857917
6258 Pollard Place Dr,Home,Single Family Residential,40.045293,-83.1859489
4820 Shire Ridge Rd E,Home,Single Family Residential,40.0638689,-83.107697
5451 Tinapple Rd,Home,Single Family Residential,40.0160036,-83.1584303
3501 Heritage Oaks Dr,Home,Single Family Residential,40.0218674,-83.1739651
5403 Red Wynne Ln,Home,Single Family Residential,40.0065221,-83.1563154
4400 Cemetery Rd,Home,Vacant Land,40.033048,-83.134759
Lot 22 Tarlton Blvd,Home,Single Family Residential,40.023241,-83.184494
5262 Tarlton Blvd,Home,Single Family Residential,40.057861,-83.187186
3550 Switchgrass Ct,Home,Single Family Residential,40.022033,-83.192029
5372 Center St,Home,Single Family Residential,40.0348832,-83.1606498
4231 Schirtzinger Rd,Home,Single Family Residential,40.0397492,-83.119598
4150 Shire Cove Rd,Home,Single Family Residential,40.0584437,-83.1040922
8900 Morris Rd,Home,Single Family Residential,39.992464,-83.243985
3609 Sparrow Ct,Home,Single Family Residential,40.0253202,-83.195101
8604 Carter Rd,Home,Single Family Residential,40.026563,-83.244116
5805 Barbara Dr,Home,Vacant Land,40.0394428,-83.1737353
0 Schirtzinger Rd,Home,Vacant Land,40.046779,-83.122529
4673 Cemetery Rd,Home,Single Family Residential,40.0313455,-83.1413
0 Alton Darby Ck Rd,Home,Vacant Land,40.0077955,-83.1815239
3801 Sturbridge Ct,Home,Unknown,40.0290843,-83.1641045
0 Carter Rd Unit Tract 6,Home,Vacant Land,40.02579,-83.241797
2214 Rome Hilliard Rd,Home,Vacant Land,39.996259,-83.152228
4178 Davidson Rd,Home,Vacant Land,40.053419,-83.126498
4253 Davidson Rd,Home,Vacant Land,40.0498664,-83.132186
0 Britton Pkwy,Home,Vacant Land,40.050345,-83.135225
3634 Stonecross Ln,Home,Single Family Residential,40.0265183,-83.1439808
6663 Cat Singer Cir S,Home,Single Family Residential,40.055541,-83.188648
Avery,Home,Single Family Residential,40.0201897,-83.1915472
Whitman,Home,Single Family Residential,40.0201897,-83.1915472
Delaney,Home,Single Family Residential,40.0201897,-83.1915472
Calvin,Home,Single Family Residential,40.0201897,-83.1915472
Springfield,Home,Single Family Residential,40.0201897,-83.1915472
Yale,Home,Single Family Residential,40.0201897,-83.1915472
Bradford,Home,Single Family Residential,40.0201897,-83.1915472
Clay,Home,Single Family Residential,40.0201897,-83.1915472
Mitchell,Home,Single Family Residential,40.0201897,-83.1915472
Wedgefield,Home,Single Family Residential,40.0201897,-83.1915472
Nottoway,Home,Single Family Residential,40.0201897,-83.1915472
Amberwood,Home,Single Family Residential,40.055541,-83.188648
Wheatland,Home,Single Family Residential,40.0201897,-83.1915472
Jameson,Home,Single Family Residential,40.0201897,-83.1915472
Allerton,Home,Single Family Residential,40.0201897,-83.1915472
Inglenook,Home,Single Family Residential,40.0201897,-83.1915472
Charles,Home,Single Family Residential,40.0201897,-83.1915472
Crestview,Home,Single Family Residential,40.0201897,-83.1915472
Keaton,Home,Single Family Residential,40.0201897,-83.1915472
Rookwood,Home,Single Family Residential,40.0201897,-83.1915472
Martin Ray,Home,Single Family Residential,40.055541,-83.188648
Castle Rock,Home,Single Family Residential,40.055541,-83.188648
Ascend,Home,Single Family Residential,40.055541,-83.188648
Hayden,Home,Single Family Residential,40.0201897,-83.1915472
Stanton,Home,Single Family Residential,40.0201897,-83.1915472
Mercer,Home,Single Family Residential,40.0201897,-83.1915472
Abbeyville,Home,Single Family Residential,40.055541,-83.188648
Redfield,Home,Single Family Residential,40.0201897,-83.1915472
Marshall,Home,Single Family Residential,40.0201897,-83.1915472
Deer Valley,Home,Single Family Residential,40.055541,-83.188648
Castleton,Home,Single Family Residential,40.055541,-83.188648
Allison II,Home,Single Family Residential,40.055541,-83.188648
Willwood,Home,Single Family Residential,40.055541,-83.188648
Maple Valley,Home,Single Family Residential,40.055541,-83.188648
Paxton,Home,Single Family Residential,40.0201897,-83.1915472
Blair,Home,Single Family Residential,40.0201897,-83.1915472
Turner,Home,Single Family Residential,40.0201897,-83.1915472
Foster,Home,Single Family Residential,40.0201897,-83.1915472
Grandin,Home,Single Family Residential,40.0201897,-83.1915472
Quinn,Home,Single Family Residential,40.0201897,-83.1915472
Everett,Home,Single Family Residential,40.0201897,-83.1915472
Westchester,Home,Single Family Residential,40.055541,-83.188648
Riverton,Home,Single Family Residential,40.055541,-83.188648
Winthrop,Home,Single Family Residential,40.0201897,-83.1915472
Hilltop,Home,Single Family Residential,40.055541,-83.188648
Maxwell,Home,Single Family Residential,40.0201897,-83.1915472
Greenfield,Home,Single Family Residential,40.055541,-83.188648
Wilmington,Home,Single Family Residential,40.0201897,-83.1915472
Kiawah,Home,Single Family Residential,40.0201897,-83.1915472
Edenton,Home,Single Family Residential,40.0201897,-83.1915472
Amelia,Home,Single Family Residential,40.0201897,-83.1915472
Leland,Home,Single Family Residential,40.0201897,-83.1915472
9135 Little Mountain Rd,Home,Single Family Residential,41.642914,-81.313351
7221 Green Valley Dr,Home,Single Family Residential,41.6738887,-81.2944078
6388 Seminole Trl,Home,Single Family Residential,41.6977,-81.388034
V/L 1 Jordan Dr,Home,Vacant Land,41.746197,-81.3024856
V/L 23 Jordan Dr,Home,Vacant Land,41.746197,-81.3024856
6814 Beacon Dr Unit D,Home,Condo/Co-op,41.6856672,-81.3533311
9343 Kings Hollow Ct,Home,Single Family Residential,41.650233,-81.3057062
6639 Silvermound Dr,Home,Single Family Residential,41.6909964,-81.3688952
8490 Tiffin Ct Unit 7-A,Home,Condo/Co-op,41.704085,-81.3351713
7050 Chillicothe Rd Unit B18,Home,Condo/Co-op,41.6781344,-81.3035688
7116 Enfield Dr,Home,Single Family Residential,41.6700969,-81.3869174
6422 S Cedarwood Rd,Home,Single Family Residential,41.6967174,-81.3862732
7630 Aster Dr,Home,Single Family Residential,41.6903638,-81.3675612
5625 Dolphin Rd,Home,Single Family Residential,41.7187392,-81.3529825
7943 Linden St,Home,Single Family Residential,41.7172731,-81.3555603
8283 Browning Ct,Home,Single Family Residential,41.6444609,-81.2928506
8080 Harbor Creek Dr #301,Home,Condo/Co-op,41.7209994,-81.3498282
Munson Rd,Home,Vacant Land,41.691166,-81.325999
6284 Chase Dr,Home,Single Family Residential,41.7003078,-81.3682765
5038 Forest Rd,Home,Single Family Residential,41.7337641,-81.320365
7732 Saint James Dr,Home,Single Family Residential,41.692333,-81.3639808
8005 Independence Dr,Home,Condo/Co-op,41.6862,-81.353968
8468 Seaton Pl,Home,Single Family Residential,41.6598269,-81.3372986
4808 Farley Dr,Home,Single Family Residential,41.7400553,-81.3091455
7970 Mentor Ave Unit D03,Home,Condo/Co-op,41.660115,-81.356439
6400 Center St #4,Home,Condo/Co-op,41.6960713,-81.3396479
6944 Weatherby Dr,Home,Single Family Residential,41.6820267,-81.3604135
9619 Troy Ct,Home,Single Family Residential,41.656253,-81.2949898
6799 Brookhaven Dr,Home,Condo/Co-op,41.6860768,-81.3481702
7505 Bar Harbour Ln,Home,Single Family Residential,41.6656903,-81.3833828
6361 Cambridge Park Dr,Home,Single Family Residential,41.6979415,-81.3456351
6343 Candlewood Ct,Home,Single Family Residential,41.6981159,-81.3234642
5336 Highland Way,Home,Single Family Residential,41.666208,-81.3158533
8060 Carriage Hills Dr,Home,Single Family Residential,41.6496248,-81.2829602
9103 Terrace Park Dr,Home,Single Family Residential,41.6722929,-81.3132819
8620 Forestview Ave,Home,Single Family Residential,41.663318,-81.3319266
7222 Enfield Dr,Home,Single Family Residential,41.670083,-81.3826227
8707 Harvest Home Dr,Home,Single Family Residential,41.708618,-81.3276933
8485 Hendricks Rd,Home,Single Family Residential,41.705158,-81.33587
9 Meadowlawn Dr #21,Home,Condo/Co-op,41.6693812,-81.3245612
8911 Headlands Rd,Home,Single Family Residential,41.7426744,-81.3191431
9910 Juniper Ct,Home,Single Family Residential,41.6591801,-81.2845514
8681 Hilltop Dr,Home,Single Family Residential,41.7139253,-81.3286603
7945 Oakridge Dr,Home,Single Family Residential,41.6538969,-81.2863971
6668 Oakdale Rd,Home,Single Family Residential,41.6895103,-81.3440022
5 Meadowlawn Dr Unit 5-19,Home,Condo/Co-op,41.6687647,-81.3216098
7711 King Memorial Rd,Home,Single Family Residential,41.6606931,-81.3040224
6419 Cambridge Park Dr,Home,Single Family Residential,41.696085,-81.3476546
6568 Melshore Dr,Home,Single Family Residential,41.6923586,-81.3515216
6219 Mentor Park Blvd,Home,Single Family Residential,41.7017935,-81.358267
8011 Independence Dr Unit D,Home,Condo/Co-op,41.686534,-81.353717
5824 Dorrwood Dr,Home,Single Family Residential,41.7123373,-81.3311531
7900 Newell Creek Dr,Home,Single Family Residential,41.6559276,-81.3453987
9360 Sunrise Ct,Home,Single Family Residential,41.6686788,-81.3071572
7148 Antoinette Dr,Home,Single Family Residential,41.6934647,-81.3851566
7361 Briarwood Dr,Home,Single Family Residential,41.6702756,-81.3054053
8305 Sanctuary Dr,Home,Single Family Residential,41.6299299,-81.3442815
7553 Chillicothe Rd,Home,Single Family Residential,41.6648951,-81.3078558
8815 Pheasant Run Ln,Home,Single Family Residential,41.633238,-81.324919
7824 Munson Rd,Home,Single Family Residential,41.7048111,-81.3598722
8005 Hansom Pl,Home,Single Family Residential,41.6515782,-81.2862715
9846 Johnnycake Ridge Rd,Home,Single Family Residential,41.671573,-81.28336
8078 Independence Dr Unit 29-B,Home,Condo/Co-op,41.6861595,-81.3512261
9420 Ridgeside Dr,Home,Single Family Residential,41.6676629,-81.3020518
9832 Johnnycake Ridge Rd,Home,Single Family Residential,41.67058,-81.285657
5671 Park St,Home,Single Family Residential,41.7169593,-81.359717
8980 Hendricks Rd,Home,Single Family Residential,41.7040783,-81.3169045
7008 Easton Way W,Home,Condo/Co-op,41.679176,-81.2913026
6521 Mentor Park Blvd,Home,Single Family Residential,41.6937934,-81.3562109
9956 Johnnycake Ridge Rd Unit H4,Home,Condo/Co-op,41.6792786,-81.2814725
7468 Rockingham Rd,Home,Single Family Residential,41.6674148,-81.3303795
7364 Johnnycake Ridge Rd,Home,Single Family Residential,41.6427201,-81.3781989
5710 Cardinal Dr,Home,Single Family Residential,41.7155245,-81.312821
9595 Hoose Rd,Home,Single Family Residential,41.6574757,-81.2956885
7773 Debonaire Dr,Home,Single Family Residential,41.6601124,-81.3893653
